,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
8570,42516,Pasquale Gravina,M,26,201,104,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,1
8571,42516,Pasquale Gravina,M,30,201,104,Italy,ITA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,1
8572,42521,"Clifford Barton ""Cliff"" Gray",M,36,173,79.203782,United States-2,USA,1928 Winter,1928,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four/Five,1
8573,42521,"Clifford Barton ""Cliff"" Gray",M,40,173,79.203782,United States-1,USA,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,1
8574,42523,"Edgar Laurence ""Dunc"" Gray",M,21,181.1561134,79.203782,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's 1,000 metres Time Trial",1
8575,42523,"Edgar Laurence ""Dunc"" Gray",M,26,181.1561134,79.203782,Australia,AUS,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's 1,000 metres Time Trial",1
8576,42528,Gilbert T. Gray,M,30,181.1561134,79.203782,Jupiter,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,1
8577,42532,John Joseph Gray,M,29,170,57,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",1
8578,42533,"John Lee ""Johnny"" Gray, Jr.",M,32,191,75,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,1
8579,42553,"Jeffrey ""Jeff"" Grayer",M,22,195,91,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,1
8580,42556,"Eugene ""Gene"" Grazia",M,25,180,81,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,1
8581,42563,Nikola Grbi,M,22,194,91,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,1
8582,42563,Nikola Grbi,M,27,194,91,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,1
8583,42565,Vladimir Grbi,M,25,193,87,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,1
8584,42565,Vladimir Grbi,M,29,193,87,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,1
8585,42575,William F. Grebe,M,35,181.1561134,79.203782,United States,USA,1904 Summer,1904,Summer,St. Louis,Fencing,"Fencing Men's Sabre, Individual",1
8586,42575,William F. Grebe,M,35,181.1561134,79.203782,United States,USA,1904 Summer,1904,Summer,St. Louis,Fencing,"Fencing Men's Single Sticks, Individual",1
8587,42579,Vladimir Alekseyevich Grebennikov,M,27,177,81,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,1
8588,42585,Mathieu Grbille,M,24,198,100,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,1
8589,42586,Oleg Nikolayevich Grebnev,M,24,206,110,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,1
8590,42591,Andrey Vladimirovich Grechin,M,24,199,99,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1
8591,42598,"Dnut ""Dan"" Grecu",M,25,170,66,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,1
8592,42611,Carl Seth Green,M,26,181.1561134,79.203782,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Team",1
8593,42613,"Chadwick Elton ""Chad"" Green",M,21,178,84,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,1
8594,42615,Charles Patrick Green,M,21,181.1561134,79.203782,Great Britain,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,1
8595,42619,David Michael Green,M,32,183,70,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1
8596,42621,Dennis Allan Green,M,25,178,79,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",1
8597,42622,Draymond Jamal Green,M,26,200,104,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,1
8598,42624,Eric Hubert Green,M,29,181.1561134,79.203782,England-1,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,1
8599,42626,"Franklin Crawford ""Frank"" Green",M,31,170,82,United States,USA,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres",1
8600,42642,"Nicholas David ""Nick"" Green",M,24,196,88,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,1
8601,42642,"Nicholas David ""Nick"" Green",M,28,196,88,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,1
8602,42651,"Thomas William ""Tommy"" Green",M,38,181.1561134,79.203782,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,1
8603,42657,"Daniel Robert ""Dan"" Greenbaum",M,23,190,73,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,1
8604,42659,"Alan ""Al"" Greene",M,24,181.1561134,79.203782,United States,USA,1936 Summer,1936,Summer,Berlin,Diving,Diving Men's Springboard,1
8605,42662,"Charles Edward ""Charlie"" Greene",M,23,173,69,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,1
8606,42662,"Charles Edward ""Charlie"" Greene",M,23,173,69,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,1
8607,42668,"Joseph Tilford Lee ""Joe"" Greene",M,25,183,70,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,1
8608,42668,"Joseph Tilford Lee ""Joe"" Greene",M,29,183,70,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,1
8609,42669,Maurice Greene,M,26,176,80,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,1
8610,42669,Maurice Greene,M,26,176,80,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,1
8611,42669,Maurice Greene,M,30,176,80,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,1
8612,42669,Maurice Greene,M,30,176,80,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,1
8613,42693,"Nimrod ""Nim"" Greenwood",M,22,181.1561134,79.203782,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,1
8614,42696,Frank Bartholomew Greer,M,25,181.1561134,79.203782,United States,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Single Sculls,1
8615,42697,Henry Kirk Greer,M,32,181.1561134,79.203782,United States,USA,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,1
8616,42702,Duncan Smith Gregg,M,22,193,82,United States,USA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,1
8617,42706,Richard George Stanhope Gregg,M,24,181.1561134,79.203782,Ireland-2,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,1
8618,42708,"Steven Garrett ""Steve"" Gregg",M,20,193,84,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Butterfly,1
8619,42710,William Greggan,M,25,181.1561134,89,Liverpool Police Team-2,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,1
8620,42717,"Oscar Grgoire, Jr.",M,23,181.1561134,79.203782,Brussels Swimming and Water Polo Club,BEL,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,1
8621,42717,"Oscar Grgoire, Jr.",M,31,181.1561134,79.203782,Belgium,BEL,1908 Summer,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,1
8622,42717,"Oscar Grgoire, Jr.",M,35,181.1561134,79.203782,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,1
8623,42718,Andreas Gregor,M,25,162,50,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,1
8624,42719,Frantiek Gregor,M,25,181,80,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,1
8625,42720,Horst-Gnter Gregor,M,26,189,70,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1
8626,42720,Horst-Gnter Gregor,M,26,189,70,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1
8627,42720,Horst-Gnter Gregor,M,30,189,70,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1
8628,42733,Boris Gregorka,M,21,181.1561134,79.203782,Yugoslavia,YUG,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Team All-Around,1
8629,42734,"Alexander John ""Alex"" Gregory",M,28,198,97,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,1
8630,42734,"Alexander John ""Alex"" Gregory",M,32,198,97,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,1
8631,42735,Elvis Gregory Gil,M,21,182,82,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Individual",1
8632,42735,Elvis Gregory Gil,M,21,182,82,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",1
8633,42735,Elvis Gregory Gil,M,25,182,82,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Team",1
8634,42737,"John Arthur ""Jack"" Gregory",M,25,181.1561134,79.203782,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,1
8635,42738,"Leonard Stuart ""Leon"" Gregory",M,23,181.1561134,79.203782,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,1
8636,42743,Alan Gregov,M,22,190,87,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,1
8637,42754,Thomas Greiner,M,25,193,90,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,1
8638,42759,Michael Greis,M,29,176,72,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,1
8639,42759,Michael Greis,M,29,176,72,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,1
8640,42759,Michael Greis,M,29,176,72,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,1
8641,42760,Seth Adam Greisinger,M,20,193,89,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,1
8642,42769,Johan Gunnar Gren (Olsson-),M,27,175,75,Sweden,SWE,1948 Summer,1948,Summer,London,Football,Football Men's Football,1
8643,42771,Michael Ronald Grenda,M,22,177,70,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1
8644,42773,Grenet,M,26.49717778,181.1561134,79.203782,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,1
8645,42778,Hans Magnus Grepperud,M,26,195,87,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,1
8646,42783,Louis Auguste Gressier,M,26,181.1561134,79.203782,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,1
8647,42786,Jerzy Greszkiewicz,M,26,170,68,Poland,POL,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Running Target, 50 metres",1
8648,42788,Johan Jacob Greter,M,35,181.1561134,79.203782,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Jumping, Team",1
8649,42795,"John Gretton, Jr.",M,32,181.1561134,79.203782,Scotia,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,1
8650,42795,"John Gretton, Jr.",M,32,181.1561134,79.203782,Scotia,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,1
8651,42803,"Matthew ""Matt"" Grevers",M,23,203,105,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1
8652,42803,"Matthew ""Matt"" Grevers",M,23,203,105,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,1
8653,42803,"Matthew ""Matt"" Grevers",M,23,203,105,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1
8654,42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1
8655,42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,1
8656,42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1
8657,42807,Alexi Singh Grewal,M,23,188,68,United States,USA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",1
8658,42820,Damian Grichting,M,28,170,68,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,1
8659,42822,John William Grieb,M,24,175,79.203782,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",1
8660,42822,John William Grieb,M,24,175,79.203782,"Philadelphia Turngemeinde, Philadelphia",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,1
8661,42827,Hans Grieder,M,22,181.1561134,79.203782,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,1
8662,42827,Hans Grieder,M,26,181.1561134,79.203782,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Team All-Around,1
8663,42828,Edwin Grienauer,M,35,181.1561134,79.203782,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",1
8664,42828,Edwin Grienauer,M,55,181.1561134,79.203782,Austria,AUT,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Plaques",1
8665,42831,Joachim Griese,M,31,180,75,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,1
8666,42857,"Thomas Sydney ""Tom"" Griffin",M,24,181.1561134,79.203782,Australasia,ANZ,1908 Summer,1908,Summer,London,Rugby,Rugby Men's Rugby,1
8667,42860,"Stuart Lane ""Stu"" Griffing",M,21,181.1561134,79.203782,United States,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxless Fours,1
8668,42877,"William Salterlee ""Bill"" Griffiths",M,26,181.1561134,79.203782,Great Britain,GBR,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,1
8669,42878,Cecil Richmond Griffiths,M,19,181.1561134,79.203782,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,1
8670,42887,Sam Griffiths,M,44,171,73,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1
8671,42906,Ioan Grigora,M,29,181.1561134,79.203782,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",1
8672,42921,Yury Nikolayevich Grigorovsky,M,21,178,83,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,1
8673,42921,Yury Nikolayevich Grigorovsky,M,29,178,83,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,1
8674,42924,Kirill Akopovich Grigoryan,M,24,179,88,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
8675,42927,Oleg Georgiyevich Grigoryev,M,22,156,54,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,1
8676,42929,Vladimir Viktorovich Grigoryev,M,31,178,83,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",1
8677,42929,Vladimir Viktorovich Grigoryev,M,31,178,83,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",1
8678,42966,Charles Livingstone Grimes,M,21,200,99,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,1
8679,42970,Martyn Andrew Grimley,M,25,183,78,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,1
8680,42972,Alexander Grimm,M,21,188,88,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",1
8681,42975,Torben Risgaard Grimmel,M,24,182,90,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
8682,42976,Herman Johan Wilhelm Grimmelmann,M,19,181.1561134,79.203782,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",1
8683,42981,Mark R. Grimmette,M,27,185,90,United States-2,USA,1998 Winter,1998,Winter,Nagano,Luge,Luge Mixed (Men)'s Doubles,1
8684,42981,Mark R. Grimmette,M,31,185,90,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Mixed (Men)'s Doubles,1
8685,42987,Anthon Grimsmo,M,29,186,74,Norway,NOR,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,1
8686,42993,David Allan Grindley,M,19,188,79,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,1
8687,43001,Lars Grini,M,23,182,78,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",1
8688,43004,Sergey Mikhaylovich Grinkov,M,21,183,74,Soviet Union-1,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,1
8689,43004,Sergey Mikhaylovich Grinkov,M,27,183,74,Russia-1,RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,1
8690,43017,Albert Jean Martin Grisar,M,49,181.1561134,79.203782,Antwerpia V,BEL,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 8 metres,1
8691,43026,Aleksey Gennadyevich Grishin,M,22,170,70,Belarus,BLR,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Men's Aerials,1
8692,43026,Aleksey Gennadyevich Grishin,M,30,170,70,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Aerials,1
8693,43027,Anatoly Kuzmich Grishin,M,25,181,87,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",1
8694,43028,Boris Dmitriyevich Grishin,M,26,191,90,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,1
8695,43028,Boris Dmitriyevich Grishin,M,30,191,90,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,1
8696,43029,Yevgeny Borisovich Grishin,M,20,189,93,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,1
8697,43029,Yevgeny Borisovich Grishin,M,28,189,93,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,1
8698,43030,Yevgeny Romanovich Grishin,M,24,174,78,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,Speed Skating Men's 500 metres,1
8699,43030,Yevgeny Romanovich Grishin,M,24,174,78,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 1,500 metres",1
8700,43030,Yevgeny Romanovich Grishin,M,28,174,78,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Men's 500 metres,1
8701,43030,Yevgeny Romanovich Grishin,M,28,174,78,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 1,500 metres",1
8702,43030,Yevgeny Romanovich Grishin,M,32,174,78,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Speed Skating,Speed Skating Men's 500 metres,1
8703,43037,Mindaugas Grikonis,M,30,190,92,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,1
8704,43038,Eugne Franois Grisot,M,41,181.1561134,79.203782,France,FRA,1908 Summer,1908,Summer,London,Archery,Archery Men's Continental Style,1
8705,43038,Eugne Franois Grisot,M,53,181.1561134,79.203782,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",1
8706,43038,Eugne Franois Grisot,M,53,181.1561134,79.203782,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",1
8707,43038,Eugne Franois Grisot,M,53,181.1561134,79.203782,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",1
8708,43042,Eduard Vyacheslavovich Gritsun,M,20,179,72,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1
8709,43046,Igor Anatolyevich Grivennikov,M,20,198,90,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1
8710,43046,Igor Anatolyevich Grivennikov,M,20,198,90,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1
8711,43052,Vasile Groap,M,29,175,100,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Heavyweight I,1
8712,43054,Jakob Grob,M,29,191,85,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,1
8713,43061,Wilfried Grbner,M,26,182,70,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,1
8714,43062,Patrick Groc,M,23,183,78,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",1
8715,43065,Hans Grodotzki,M,24,175,65,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 5,000 metres",1
8716,43065,Hans Grodotzki,M,24,175,65,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",1
8717,43079,Zdenk Groessl,M,27,189,89,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,1
8718,43080,dn Grf,M,21,181.1561134,79.203782,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1
8719,43083,"James David ""Jim"" Grogan",M,20,181.1561134,79.203782,United States,USA,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Men's Singles,1
8720,43084,Patrick Grogan,M,26.49717778,181.1561134,79.203782,St. Louis Amateur Athletic Association,USA,1904 Summer,1904,Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,1
8721,43091,Tim Grohmann,M,23,194,98,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,1
8722,43095,"Hindrik Harmannus Arnoldus ""Henk"" Grol",M,23,190,100,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Heavyweight,1
8723,43095,"Hindrik Harmannus Arnoldus ""Henk"" Grol",M,27,190,100,Netherlands,NED,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Heavyweight,1
8724,43098,Herman Charles Groman,M,21,181.1561134,79.203782,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,1
8725,43104,Rolf Axel Einar Grnberg,M,30,181.1561134,79.203782,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1
8726,43104,Rolf Axel Einar Grnberg,M,34,181.1561134,79.203782,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1
8727,43105,Andreas Gustaf Grnberger,M,23,181.1561134,79.203782,Sweden,SWE,1906 Summer,1906,Summer,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,1
8728,43109,Kelpo Olavi Grndahl,M,28,181.1561134,79.203782,Finland,FIN,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
8729,43109,Kelpo Olavi Grndahl,M,32,181.1561134,79.203782,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
8730,43110,Robert Grondelaers,M,19,181.1561134,79.203782,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",1
8731,43110,Robert Grondelaers,M,19,181.1561134,79.203782,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",1
8732,43111,Bernd Grne,M,25,196,85,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",1
8733,43120,Peter Grning,M,21,170,65,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1
8734,43124,Jouni Johannes Grnman,M,22,160,67.5,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Lightweight,1
8735,43125,Tuomas Oskar Grnman,M,23,192,95,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,1
8736,43126,Andrzej Jerzy Gronowicz,M,25,176,75,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",1
